friendlyName,externalLocationId,phoneNumber,email,addressLine1,addressLine2,city,state,zipCode,country,latitude,longitude,Monday-HoursOfOperation,Tuesday-HoursOfOperation,Wednesday-HoursOfOperation,Thursday-HoursOfOperation,Friday-HoursOfOperation,Saturday-HoursOfOperation,Sunday-HoursOfOperation
The UPS Store 5222,TUPSS5222,(940)767-6245,store5222@theupsstore.com,3808 KEMP BLVD,STE B,WICHITA FALLS,TX,76308,USA,33.872615,-98.533855,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 08:00 - 13:30,Sunday Closed
The UPS Store 2355,TUPSS2355,(425)787-5100,store2355@theupsstore.com,914 164TH ST SE,SUITE B12,MILL CREEK,WA,98012-6339,USA,47.848682,-122.22007,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 1884,TUPSS1884,(605)342-7379,store1884@theupsstore.com,3213 W MAIN,,RAPID CITY,SD,57702-2314,USA,44.082154,-103.273594,Monday 07:30 - 18:00,Tuesday 07:30 - 18:00,Wednesday 07:30 - 18:00,Thursday 07:30 - 18:00,Friday 07:30 - 18:00,Saturday 09:00 - 15:00,Sunday 10:00 - 15:00
The UPS Store 4334,TUPSS4334,(360)657-5500,store4334@theupsstore.com,8825 34TH AVE NE,STE L,TULALIP,WA,98271,USA,48.076513,-122.186696,Monday 10:00 - 16:00,Tuesday 10:00 - 16:00,Wednesday 10:00 - 16:00,Thursday 10:00 - 16:00,Friday 10:00 - 16:00,Saturday 10:00 - 15:00,Sunday Closed
The UPS Store 6642,TUPSS6642,(956)724-8777,store6642@theupsstore.com,2438 MONARCH DR,STE A-300,LAREDO,TX,78045,USA,27.607075,-99.474659,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 4458,TUPSS4458,(210) 521-6100,store4458@theupsstore.com,10650 Culebra Rd,Ste 104,San Antonio,TX,78251,USA,29.4923754,-98.7041569,Monday 10:00 - 18:00,Tuesday 10:00 - 18:00,Wednesday 10:00 - 18:00,Thursday 10:00 - 18:00,Friday 10:00 - 18:00,Saturday 10:00 - 15:00,Sunday 12:00 - 16:00
The UPS Store 5218,TUPSS5218,(210) 694-6550,store5218@theupsstore.com,17503 La Cantera Pkwy,Ste 104,San Antonio,TX,78257,USA,29.6079928,-98.6006863,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 17:00,Sunday 12:00 - 17:00
The UPS Store 0292,TUPSS0292,(210) 377-3738,store0292@theupsstore.com,8521 Blanco Rd,Ste 2,San Antonio,TX,78216,USA,29.5446323,-98.5115523,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 7405,TUPSS7405,(817) 757-7316,store7405@theupsstore.com,325 Adams Drive Ste 325,,Weatherford,TX,76086,USA,32.733226,-97.7889328,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 4673,TUPSS4673,(210)829-4248,store4673@theupsstore.com,1533 Austin Hwy,Ste 102,San Antonio,TX,78218,USA,29.4949508,-98.4346666,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 6010,TUPSS6010,(210)531-9669,store6010@theupsstore.com,4102 S NEW BRAUNFELS AVE,STE 110,SAN ANTONIO,TX,78223,USA,29.378852,-98.457281,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5234,TUPSS5234,210 310 1196,store5234@theupsstore.com,6531 Fm 78,Ste 110,San Antonio,TX,78244,USA,29.4816035,-98.3619721,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 2773,TUPSS2773,(210)945-8821,store2773@theupsstore.com,902 Kitty Hawk Rd,Ste 170,Universal City,TX,78148,USA,29.547153,-98.3142408,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 5486,TUPSS5486,(512)894-0484,store5486@theupsstore.com,100 COMMONS RD,STE 7,DRIPPING SPRINGS,TX,78620,USA,30.191677,-98.085156,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 2437,TUPSS2437,(405) 364-1109,store2437@theupsstore.com,3334 W Main St,,Norman,OK,73072,USA,35.2179003,-97.493137,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 16:00,Sunday Closed
The UPS Store 5601,TUPSS5601,(405)562-2148,store5601@theupsstore.com,2011 W DANFORTH RD,,EDMOND,OK,73003,USA,35.667454,-97.499098,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 4207,TUPSS4207,(254) 690-2002,store4207@theupsstore.com,451-D E Central Texas Expy,,Harker Heights,TX,76548,USA,31.0759583,-97.6587948,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5830,TUPSS5830,(512) 358-7100,store5830@theupsstore.com,4301 W William Cannon Dr Ste B-150,,Austin,TX,78749,USA,30.2215083,-97.8433706,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 17:00,Sunday Closed
The UPS Store 5318,TUPSS5318,(817) 870-1604,store5318@theupsstore.com,209 W 2Nd St,,Fort Worth,TX,76102,USA,32.7550611,-97.3353846,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 10:00 - 16:30,Sunday Closed
The UPS Store 6110,TUPSS6110,(512)262-0045,store6110@theupsstore.com,5401 S FM 1626,STE 170,KYLE,TX,78640,USA,30.016845,-97.863162,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 1394,TUPSS 1394,(512) 218-0311,store1394@theupsstore.com,402 A West Palm Valley Blvd,,Round Rock,TX,78664,USA,30.5183156,-97.6883692,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 17:00,Sunday Closed
The UPS Store 3653,TUPSS3653,(817)337-0233,store3653@theupsstore.com,1540 KELLER PKWY,STE 108,KELLER,TX,76248,USA,32.932841,-97.217253,Monday 07:30 - 18:30,Tuesday 07:30 - 18:30,Wednesday 07:30 - 18:30,Thursday 07:30 - 18:30,Friday 07:30 - 18:30,Saturday 09:00 - 17:00,Sunday 12:00 - 17:00
The UPS Store 7078,TUPSS7078,(817) 280-9366,store7078@theupsstore.com,1418 W Pipeline Rd,,Hurst,TX,76053,USA,32.8242551,-97.2054063,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday 10:00 - 16:00
The UPS Store 6598,TUPSS6598,(360)306-3159,store6598@theupsstore.com,1733 H ST,STE 450,BLAINE,WA,98230,USA,48.992353,-122.730305,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday 10:00 - 16:00
Fastest Labs of North Arlington,FastestLabsNArl,(817) 617-3393,narliprint@fastestlabs.com,1012 N Davis Dr,Ste 1012,Arlington,TX,76012,USA,32.7494275,-97.1257227,Monday 09:00 - 17:00,Tuesday 09:00 - 17:00,Wednesday 09:00 - 17:00,Thursday 09:00 - 17:00,Friday 09:00 - 17:00,Saturday Closed,Sunday Closed
The UPS Store 3322,TUPSS3322,(972)874-0750,store3322@theupsstore.com,2201 LONG PRAIRIE,STE 107,FLOWER MOUND,TX,75022,USA,33.015911,-97.071213,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 6791,TUPSS6791,5126429380,store6791@theupsstore.com,409 W Front St,Ste 100,Hutto,TX,78634,USA,30.35413623,-97.5510741,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 17:00,Sunday Closed
The UPS Store 6870,TUPSS6870,(682) 400-8556,store6870@theupsstore.com,3540 E Broad St,Ste 120,Mansfield,TX,76063,USA,32.5776216,-97.0808164,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 7163,TUPSS7163,(972) 854-6093,store7163@theupsstore.com,2860 S State Hwy 161,,Grand Prairie,TX,75052,USA,32.7035048,-97.025816,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 6833,TUPSS6833,(469) 845-3006,store6833@theupsstore.com,3341 Regent Blvd,Ste 130,Irving,TX,75063,USA,32.9212449,-96.9925359,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 0952,TUPSS0952,(316)685-1717,store0952@theupsstore.com,6505 E CENTRAL AVE,,WICHITA,KS,67206-1924,USA,37.693455,-97.260963,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 08:30 - 16:30,Sunday Closed
The UPS Store 6509,TUPSS6509,(972) 395-7292,store6509@theupsstore.com,1001 E Hebron Pkwy,Ste 118,Carrollton,TX,75010,USA,33.0214322,-96.9172145,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 18:00,Sunday Closed
The UPS Store 7210,TUPSS7210,(469) 759-6901,store7210@theupsstore.com,785 W Wheatland Road,,Duncanville,TX,75116,USA,32.6486474,-96.9272322,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:30 - 15:30,Sunday 10:00 - 15:00
The UPS Store 5157,TUPSS5157,(972) 731-9400,store5157@theupsstore.com,3245 Main St,Ste 235,Frisco,TX,75034,USA,33.1521116,-96.863601,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 4058,TUPSS4058,(308)382-2009,store4058@theupsstore.com,1201 ALLEN DR,,GRAND ISLAND,NE,68803,USA,40.929523,-98.380627,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 16:00,Sunday 11:00 - 15:00
The UPS Store 6558,TUPSS6558,(940) 365-3100,store6558@theupsstore.com,11450 Us 380,Ste 130,Crossroads,TX,76227,USA,33.2185661,-96.7588488,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 6691,TUPSS6691,(469) 814-0620,store6691@theupsstore.com,2024 W 15Th St,Ste F,Plano,TX,75075,USA,33.0188557,-96.735239,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:30 - 15:30,Sunday Closed
The UPS Store 3883,TUPSS3883,(903)868-1763,store3883@theupsstore.com,718 HIGHWAY 82 EAST,,SHERMAN,TX,75090,USA,33.669628,-96.608749,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:00,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 5257,TUPSS5257,(972)675-0877,store5257@theupsstore.com,5435 N GARLAND AVE,STE 140,GARLAND,TX,75040,USA,32.96487,-96.64387,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 08:30 - 16:30,Sunday Closed
The UPS Store 0862,TUPSS0862,(972)613-5100,store0862@theupsstore.com,1515 N TOWN EAST BLVD,STE 138,MESQUITE,TX,75150-4142,USA,32.812264,-96.618265,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday 10:00 - 16:00
The UPS Store 6492,TUPSS6492,(972)552-2800,store6492@theupsstore.com,750 E US HWY 80,STE 200,FORNEY,TX,75126-8728,USA,32.743836,-96.449439,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday 10:00 - 16:00
Weaver Drug Testing Lab - Tulsa,Weaver Drug Testing - Tulsa,918-622-6600,,1619 S Boulder Ave,,Tulsa,OK,74119,USA,36.1390241,-95.9882564,Monday 08:00 - 17:00,Tuesday 08:00 - 17:00,Wednesday 08:00 - 17:00,Thursday 08:00 - 17:00,Friday 08:00 - 17:00,Saturday Closed,Sunday Closed
The UPS Store 4767,TUPSS4767,(361)992-4877,store4767@theupsstore.com,5601 S PADRE ISLAND DRIVE,STE D,CORPUS CHRISTI,TX,78412,USA,27.706799,-97.369995,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 15:00,Sunday 10:00 - 15:00
The UPS Store 1957,TUPSS1957,(785)537-6071,store1957@theupsstore.com,1310 WESTLOOP PL,STE A,MANHATTAN,KS,66502-2840,USA,39.192351,-96.60917,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 08:30 - 16:30,Sunday 11:00 - 16:00
The UPS Store 6566,TUPSS6566,(956)230-2165,store6566@theupsstore.com,2211 W Lincoln St,,HARLINGEN,TX,78552,USA,26.18128,-97.719662,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 6634,TUPSS6634,(402)470-0481,store6634@theupsstore.com,1317 Q ST,STE 110,LINCOLN,NE,68508,USA,40.815765,-96.7022,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 15:30,Sunday 10:00 - 15:30
The UPS Store 3349,TUPSS3349,(785)271-6245,store3349@theupsstore.com,6021 SW 29TH ST,STE A,TOPEKA,KS,66614-4269,USA,39.014244,-95.764267,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 6221,TUPSS6221,(281)394-7957,store6221@theupsstore.com,23501 CINCO RANCH BLVD,STE H120,KATY,TX,77494,USA,29.743716,-95.776188,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 16:00,Sunday 09:00 - 15:00
The UPS Store 6450,TUPSS6450,(936)321-6229,store6450@theupsstore.com,3600 FM 1488 RD,STE 120,CONROE,TX,77384,USA,30.228689,-95.519574,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:30 - 15:00,Sunday 10:00 - 15:00
The UPS Store 5087,TUPSS5087,(281)492-9193,store5087@theupsstore.com,1029 STATE HWY 6 N,STE 650,HOUSTON,TX,77079,USA,29.787251,-95.645485,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:30 - 16:00,Sunday Closed
The UPS Store 4828,TUPSS4828,(281)531-5500,store4828@theupsstore.com,3418 STATE HWY 6 SOUTH,STE B,HOUSTON,TX,77082,USA,29.723028,-95.644051,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 15:00,Sunday 10:00 - 15:00
The UPS Store 2402,TUPSS2402,(281)565-5252,store2402@theupsstore.com,14019 SW FWY,#301,SUGAR LAND,TX,77478-3551,USA,29.620472,-95.601428,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 16:00,Sunday Closed
The UPS Store 5647,TUPSS5647,(281)528-8855,store5647@theupsstore.com,2129 FM 2920,STE 190,SPRING,TX,77388,USA,30.069832,-95.450333,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 2667,TUPSS2667,(713) 688-7007,store2667@theupsstore.com,5380 W 34Th St,,Houston,TX,77092,USA,29.8206879,-95.4702016,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 5941,TUPSS5941,(785)856-0707,store5941@theupsstore.com,4000 W 6TH ST,STE B,LAWRENCE,KS,66049,USA,38.972458,-95.290634,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 2582,TUPSS2582,(785)865-0004,store2582@theupsstore.com,3514 CLINTON PKWY,STE A,LAWRENCE,KS,66047-2145,USA,38.943481,-95.281982,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 1719,TUPSS1719,(713) 626-2920,store1719@theupsstore.com,5090 Richmond Ave,,Houston,TX,77056,USA,29.732821,-95.4660041,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday Closed
"Mail Depot Manderson, Omaha NE","Mail Depot Manderson, Omaha NE",(402) 370-9559,print@maplemaildepot.com,13816 Manderson Cir,,Omaha,NE,68164,USA,41.2935083,-96.1285674,Monday 10:00 - 18:00,Tuesday 10:00 - 18:00,Wednesday 10:00 - 18:00,Thursday 10:00 - 18:00,Friday 10:00 - 18:00,Saturday 10:00 - 13:00,Sunday Closed
The UPS Store 5857,TUPSS5857,(713)436-1090,store5857@theupsstore.com,11601 SHADOW CREEK PKWY,#111,PEARLAND,TX,77584,USA,29.580277,-95.395993,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:30 - 15:00,Sunday Closed
The UPS Store 1571,TUPSS1571,(281)359-6444,store1571@theupsstore.com,526 KINGWOOD DR,,KINGWOOD,TX,77339,USA,30.051561,-95.246578,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 16:00,Sunday 10:30 - 15:30
The UPS Store 6790,TUPSS6790,(832) 781-4757,store6790@theupsstore.com,14237 E Sam Houston Pkwy N,Ste 200,Houston,TX,77044,USA,29.9272607,-95.2047693,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 4737,TUPSS4737,(979)297-4877,store4737@theupsstore.com,117 HIGHWAY 332 W,STE J,LAKE JACKSON,TX,77566,USA,29.045979,-95.456157,Monday 07:00 - 18:00,Tuesday 07:00 - 18:00,Wednesday 07:00 - 18:00,Thursday 07:00 - 18:00,Friday 07:00 - 18:00,Saturday 09:00 - 12:00,Sunday Closed
The UPS Store 6284,TUPSS6284,(281)464-3036,store6284@theupsstore.com,11200 Fuqua,STE 100,HOUSTON,TX,77089,USA,29.612072,-95.221008,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 08:30 - 15:30,Sunday Closed
The UPS Store 4970,TUPSS4970,(417)659-8410,store4970@theupsstore.com,6031 N MAIN ST RD,,WEBB CITY,MO,64870,USA,37.143345,-94.511489,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 4018,TUPSS4018,(712)255-8150,store4018@theupsstore.com,5006 SERGEANT RD,,SIOUX CITY,IA,51106,USA,42.444817,-96.341301,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:30,Sunday 10:00 - 15:00
The UPS Store 5048,TUPSS5048,(913)647-1700,store5048@theupsstore.com,15621 WEST 87TH STREET PKWY,,LENEXA,KS,66219,USA,38.970444,-94.767093,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday 10:00 - 15:00
The UPS Store 3526,TUPSS3526,9039359990,store3526@theupsstore.com,1203-B East Grand,,Marshall,TX,75670,USA,32.5491743,-94.3577182,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 14:30,Sunday Closed
The UPS Store 6271,TUPSS6271,(479)464-9000,store6271@theupsstore.com,3511 SE J Street,,BENTONVILLE,AR,72712,USA,36.335801,-94.196753,Monday 07:30 - 19:00,Tuesday 07:30 - 19:00,Wednesday 07:30 - 19:00,Thursday 07:30 - 19:00,Friday 07:30 - 19:00,Saturday 09:00 - 15:00,Sunday 12:00 - 17:00
The UPS Store 5615,TUPSS5615,(479)527-0499,store5615@theupsstore.com,3589-3 N SHILOH DR,,FAYETTEVILLE,AR,72703,USA,36.116099,-94.152219,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday 12:00 - 17:00
Postal Annex - Sioux Falls,PASF,605 271-1334,pa20008@postalannex.com,5013 S Louise Ave,,Sioux Falls,SD,57108,USA,43.4997057,-96.7749896,Monday 09:00 - 18:00,Tuesday 09:00 - 18:00,Wednesday 09:00 - 18:00,Thursday 09:00 - 18:00,Friday 09:00 - 18:00,Saturday Closed,Sunday Closed
The UPS Store 7219,TUPSS7219,(832) 662-5255,store7219@theupsstore.com,9205 Eagle Drive,Ste 300,Mont Belvieu,TX,77523,USA,29.8288564,-94.8505333,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 2480,TUPSS2480,(816)587-4700,store2480@theupsstore.com,6324 N CHATHAM AVE,,KANSAS CITY,MO,64151-2473,USA,39.209927,-94.645215,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 16:00,Sunday Closed
The UPS Store 4376,TUPSS4376,(816)761-8882,store4376@theupsstore.com,1503 MAIN ST,,GRANDVIEW,MO,64030,USA,38.889242,-94.52374,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 5243,TUPSS5243,(903)223-0327,store5243@theupsstore.com,2019 RICHMOND RD,,TEXARKANA,TX,75503,USA,33.452551,-94.081892,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 3144,TUPSS3144,(816)454-8560,store3144@theupsstore.com,5231 NE ANTIOCH RD,,KANSAS CITY,MO,64119,USA,39.189,-94.548,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday Closed
